Dchg/Chg Cycle,BC,Vact,Discharge Current,Charge Current,Chg/Dchg Cycle,Ah,Tavg
1,35,3.15,19.988,0.01,10,5.303048889,34.66827049
1,35,3.15,20.059,0.02,10,5.314192778,34.66570931
1,35,3.15,20.039,0.01,10,5.325325556,34.66458552
1,35,3.15,20.032,0.01,10,5.336454444,34.66890219
1,35,3.16,20.098,0.01,10,5.353202778,34.6635208
1,35,3.16,19.993,0.02,10,5.36431,34.66467286
1,35,3.15,20.055,0.01,10,5.375451667,34.66813736
1,35,3.15,20.018,0.01,10,5.386572778,34.6692024
1,35,3.15,20.041,0.01,10,5.397706667,34.66468391
1,35,3.15,20.009,0.02,10,5.408822778,34.67189331
1,35,3.15,20.062,0.02,10,5.419968333,34.67507782
1,35,3.15,19.963,0,10,5.431058889,34.6706875
1,35,3.15,20.069,0.01,10,5.442208333,34.66561699
1,35,3.15,20.05,0.01,10,5.453347222,34.6650898
1,35,3.15,20.043,0.02,10,5.464482222,34.6756916
1,35,3.15,20.124,0,10,5.481252222,34.66984825
1,35,3.15,20.023,0.01,10,5.492376111,34.66681442
1,35,3.15,20.091,0.01,10,5.503537778,34.67114524
1,35,3.15,20.004,0.01,10,5.514651111,34.669849
1,35,3.15,20.094,0.01,10,5.525814444,34.66957092
1,35,3.15,19.991,0.02,10,5.536920556,34.66391526
1,35,3.15,20.039,0.02,10,5.548053333,34.66922035
1,35,3.15,19.963,0.01,10,5.559143889,34.67315636
1,35,3.15,20.091,0.02,10,5.570305556,34.67143403
1,35,3.15,20,0.02,10,5.581416667,34.66397133
1,35,3.15,20.027,0.01,10,5.592542778,34.66748732
1,35,3.15,20.053,0.01,10,5.609253611,34.6702713
1,35,3.15,20.041,0.01,10,5.6203875,34.66193238
1,35,3.15,20.036,0.02,10,5.631518611,34.66686212
1,35,3.15,19.981,0.02,10,5.642619167,34.67103006
1,35,3.15,20.05,0.01,10,5.653758056,34.67197533
1,35,3.15,19.984,0.02,10,5.664860278,34.66754456
1,35,3.15,20.036,0.01,10,5.675991389,34.67298698
1,35,3.15,19.995,0.02,10,5.687099722,34.66899413
1,35,3.15,20.046,0.01,10,5.698236389,34.66759032
1,35,3.15,20.014,0.02,10,5.709355278,34.66500741
1,35,3.15,20.03,0.01,10,5.726046944,34.66280633
1,35,3.15,20.085,0.02,10,5.737205278,34.66543388
1,35,3.15,20.034,0.01,10,5.748335278,34.6663067
1,35,3.15,20.025,0.01,10,5.759460278,34.66094399
1,35,3.15,20.041,0.02,10,5.770594167,34.66119271
1,35,3.15,20.101,0.01,10,5.781761389,34.66486473
1,35,3.15,20.018,0.02,10,5.7928825,34.66291008
1,35,3.15,20.062,0.01,10,5.804028056,34.66531753
1,35,3.15,20.011,0.01,10,5.815145278,34.66546898
1,35,3.15,20.05,0.02,10,5.826284167,34.66971934
1,35,3.15,20.002,0.01,10,5.837396389,34.65527304
1,35,3.15,20.002,0.01,10,5.854064722,34.65725746
1,35,3.15,20.046,0.02,10,5.865201389,34.66262473
1,35,3.15,20.025,0.02,10,5.876326389,34.66304969
1,35,3.15,20.11,0.02,10,5.887498611,34.65599403
1,35,3.15,20.03,0.01,10,5.898626389,34.66334687
1,35,3.15,20.057,0.02,10,5.909769167,34.66011238
1,35,3.15,19.975,0.02,10,5.920866389,34.6604519
1,35,3.15,20.08,0.02,10,5.932021944,34.66189691
1,35,3.15,20.004,0.01,10,5.943135278,34.65698891
1,35,3.15,20.059,0.02,10,5.954279167,34.65862465
1,35,3.15,20.014,0.01,10,5.965398056,34.65715066
1,35,3.15,20.02,0.01,10,5.982081389,34.66199722
1,35,3.15,20.066,0.01,10,5.993229167,34.64973602
1,35,3.15,19.965,0.02,10,6.004320833,34.65345917
1,35,3.15,20.055,0.01,10,6.0154625,34.66071167
1,35,3.15,20.002,0.02,10,6.026574722,34.6589794
1,35,3.15,20.071,0.01,10,6.037725278,34.66399726
1,35,3.15,19.959,0.02,10,6.048813611,34.65407181
1,35,3.15,20.034,0.01,10,6.059943611,34.64976998
1,35,3.15,20.03,0.02,10,6.071071389,34.65289
1,35,3.15,20.073,0.02,10,6.082223056,34.64877968
1,35,3.15,20.053,0.02,10,6.098933889,34.64719277
1,35,3.15,20.011,0.01,10,6.110051111,34.64905891
1,35,3.15,20.089,0.01,10,6.121211667,34.64934692
1,35,3.15,20.016,0.01,10,6.132331667,34.65490341
1,35,3.15,20.091,0.02,10,6.143493333,34.64635659
1,35,3.15,20.007,0.02,10,6.154608333,34.66018066
1,35,3.15,20.05,0.02,10,6.165747222,34.64675102
1,35,3.15,20.039,0.01,10,6.17688,34.64918479
1,35,3.15,20.064,0.01,10,6.188026667,34.64799117
1,35,3.14,20.004,0.01,10,6.204696667,34.6473938
1,35,3.15,20.05,0.02,10,6.221405,34.65192451
1,35,3.14,20.048,0.01,10,6.232542778,34.65046347
1,35,3.15,20.034,0.02,10,6.243672778,34.64571227
1,35,3.15,20.057,0.02,10,6.254815556,34.64738807
1,35,3.14,19.972,0.02,10,6.265911111,34.65661392
1,35,3.15,20.046,0.02,10,6.277047778,34.64187125
1,35,3.15,19.975,0.01,10,6.288145,34.64626807
1,35,3.15,20.066,0.01,10,6.299292778,34.64906349
1,35,3.14,20.007,0.01,10,6.310407778,34.64085235
1,35,3.14,20.025,0.02,10,6.321532778,34.63574333
1,35,3.15,19.986,0.02,10,6.332636111,34.64494019
1,35,3.14,19.984,0.02,10,6.349289444,34.64555397
1,35,3.14,20.059,0.02,10,6.360433333,34.64318313
1,35,3.14,20.03,0.02,10,6.371561111,34.63471145
1,35,3.14,20.036,0.01,10,6.382692222,34.64296342
1,35,3.14,20.018,0.02,10,6.393813333,34.63772889
1,35,3.14,20.066,0.02,10,6.404961111,34.63769912
1,35,3.14,20.023,0.01,10,6.416085,34.64454994
1,35,3.14,20.082,0.01,10,6.427241667,34.63543817
1,35,3.14,19.972,0.02,10,6.438337222,34.63870582
1,35,3.14,20.064,0.02,10,6.449483889,34.64108162
1,35,3.15,19.991,0.02,10,6.46059,34.63587571
1,35,3.14,20.039,0.02,10,6.477289167,34.63504828
1,35,3.14,20.114,0.01,10,6.488463611,34.63309744
1,35,3.14,20.014,0.02,10,6.4995825,34.62591516
1,35,3.14,20.078,0.02,10,6.510736944,34.62865486
1,35,3.14,20.025,0.02,10,6.521861944,34.62747918
1,35,3.14,20.08,0.01,10,6.5330175,34.62593309
1,35,3.14,20,0.01,10,6.544128611,34.62906913
1,35,3.14,20.098,0.02,10,6.555294167,34.62314835
1,35,3.14,20.05,0.01,10,6.566433056,34.62677878
1,35,3.14,20.027,0.02,10,6.577559167,34.6196907
1,35,3.14,20.091,0.01,10,6.594301667,34.62460748
1,35,3.14,20.041,0.02,10,6.605435556,34.62241783
1,35,3.14,20.004,0.01,10,6.616548889,34.61501387
1,35,3.14,20.009,0.01,10,6.627665,34.61949769
1,35,3.14,20.011,0.02,10,6.638782222,34.62035674
1,35,3.14,20.057,0.02,10,6.649925,34.61567917
1,35,3.14,20.057,0.01,10,6.661067778,34.62398681
1,35,3.14,19.954,0.02,10,6.672153333,34.61316223
1,35,3.14,20.087,0.02,10,6.683312778,34.61956789
1,35,3.14,20.007,0.01,10,6.694427778,34.60958862
1,35,3.14,20.032,0.02,10,6.705556667,34.61495551
1,35,3.14,20.091,0.02,10,6.722299167,34.61702271
1,35,3.14,20.05,0.01,10,6.733438056,34.61540223
1,35,3.14,20.071,0.02,10,6.744588611,34.61028481
1,35,3.14,19.993,0.01,10,6.755695833,34.61133501
1,35,3.14,20.048,0.02,10,6.766833611,34.60473785
1,35,3.14,20.03,0.02,10,6.777961389,34.60192452
1,35,3.14,20.114,0.01,10,6.789135833,34.60609208
1,35,3.14,20.025,0.02,10,6.800260833,34.60252381
1,35,3.14,20.082,0.01,10,6.8114175,34.61187247
1,35,3.14,19.975,0.02,10,6.822514722,34.59880867
1,35,3.14,20.062,0.02,10,6.839233056,34.59822387
1,35,3.14,20.089,0.01,10,6.850393611,34.59780541
1,35,3.14,20.05,0.02,10,6.8615325,34.60595894
1,35,3.14,20.053,0.02,10,6.872673056,34.60279348
1,35,3.14,19.995,0.02,10,6.883781389,34.60570947
1,35,3.14,20.062,0.01,10,6.894926944,34.60193328
1,35,3.14,20.041,0.02,10,6.906060833,34.60359344
1,35,3.14,20.041,0.02,10,6.917194722,34.60486412
1,35,3.14,20.014,0.02,10,6.928313611,34.59790649
1,35,3.14,20.094,0.01,10,6.939476944,34.59514732
1,35,3.14,19.993,0.01,10,6.950584167,34.59660721
1,35,3.14,20.041,0.02,10,6.967285,34.59626618
1,35,3.14,19.972,0.01,10,6.978380556,34.58782158
1,35,3.14,20.05,0.02,10,6.989519444,34.58726882
1,35,3.14,20.101,0.02,10,7.000686667,34.57758865
1,35,3.14,20.032,0.02,10,7.011815556,34.58339271
1,35,3.14,20.069,0.02,10,7.022965,34.58685074
1,35,3.14,20.02,0.01,10,7.034087222,34.58438759
1,35,3.14,20.053,0.02,10,7.045227778,34.58039016
1,35,3.14,20.027,0.02,10,7.056353889,34.57298318
1,35,3.14,20.073,0.02,10,7.067505556,34.57832946
1,35,3.14,19.995,0.02,10,7.078613889,34.57892876
1,35,3.14,20.007,0.02,10,7.095286389,34.57900199
1,35,3.14,20.071,0.01,10,7.106436944,34.5830841
1,35,3.14,20.011,0.01,10,7.117554167,34.57534104
1,35,3.14,20.023,0.01,10,7.128678056,34.57127609
1,35,3.14,20.039,0.01,10,7.139810833,34.57233391
1,35,3.14,20.034,0.02,10,7.150940833,34.56639975
1,35,3.14,20.036,0.01,10,7.162071944,34.57714729
1,35,3.14,20.073,0.02,10,7.173223611,34.56772651
1,35,3.14,20.034,0.02,10,7.184353611,34.5643837
1,35,3.14,20.078,0.02,10,7.195508056,34.57389412
1,35,3.14,20.016,0.02,10,7.212188056,34.57354624
1,35,3.14,20.03,0.01,10,7.223315833,34.57113991
1,35,3.14,19.979,0.02,10,7.234415278,34.56854173
1,35,3.14,20.023,0.01,10,7.245539167,34.56502722
1,35,3.14,20.036,0.01,10,7.256670278,34.56771088
1,35,3.14,20.018,0.02,10,7.267791389,34.56678237
1,35,3.14,20.121,0.01,10,7.278969722,34.56688232
1,35,3.14,20.025,0.02,10,7.290094722,34.56392172
1,35,3.14,20.055,0.01,10,7.301236389,34.55840569
1,35,3.14,20.043,0.02,10,7.312371389,34.56461868
1,35,3.14,20.014,0.02,10,7.323490278,34.55541574
1,35,3.14,19.998,0.01,10,7.334600278,34.55947074
1,35,3.14,20.016,0.02,10,7.351280278,34.55904732
1,35,3.14,20.085,0.01,10,7.362438611,34.55856475
1,35,3.14,19.995,0.01,10,7.373546944,34.55203553
1,35,3.14,20.062,0.02,10,7.3846925,34.55623665
1,35,3.14,20.03,0.02,10,7.395820278,34.5559227
1,35,3.14,20.014,0.02,10,7.406939167,34.55479318
1,35,3.14,20.05,0.01,10,7.418078056,34.56535225
1,35,3.14,20.053,0.02,10,7.429218611,34.55503427
1,35,3.14,20.02,0.01,10,7.440340833,34.54920043
1,35,3.14,20.091,0.01,10,7.457083333,34.55869331
1,35,3.14,20.025,0.02,10,7.473770833,34.5612278
1,35,3.14,20.062,0.01,10,7.484916389,34.55017435
1,35,3.14,19.961,0.01,10,7.496005833,34.55949518
1,35,3.14,20.048,0.01,10,7.507143611,34.55130118
1,35,3.14,20.085,0.01,10,7.518301944,34.55577735
1,35,3.14,20.014,0.01,10,7.529420833,34.55290603
1,35,3.14,20.078,0.01,10,7.540575278,34.55231895
1,35,3.14,20.027,0.02,10,7.551701389,34.55087319
1,35,3.14,20.094,0.02,10,7.562864722,34.55968246
1,35,3.14,20.053,0.01,10,7.574005278,34.55258714
1,35,3.14,20.059,0.01,10,7.585149167,34.55175246
1,35,3.14,20.108,0.01,10,7.601905833,34.55178335
1,35,3.14,20.053,0.02,10,7.613046389,34.54727097
1,35,3.14,20.078,0.02,10,7.624200833,34.54455795
1,35,3.14,20.062,0.01,10,7.635346389,34.54766426
1,35,3.14,19.988,0.01,10,7.646450833,34.54551202
1,35,3.14,20.053,0.02,10,7.657591389,34.5425102
1,35,3.14,20.03,0.02,10,7.668719167,34.54916344
1,35,3.14,19.949,0.02,10,7.679801944,34.54265366
1,35,3.14,20.059,0.01,10,7.690945833,34.54452475
1,35,3.13,20.055,0.01,10,7.7020875,34.54257049
1,35,3.14,20.085,0.02,10,7.713245833,34.54401245
1,35,3.13,20.041,0.02,10,7.724379722,34.54347305
1,35,3.14,20.027,0.02,10,7.741068889,34.54814759
1,35,3.14,20.055,0.01,10,7.752210556,34.53634682
1,35,3.14,20.027,0.01,10,7.763336667,34.54384195
1,35,3.13,20.082,0.01,10,7.774493333,34.53889197
1,35,3.14,20.057,0.01,10,7.785636111,34.54358788
1,35,3.14,20.062,0.02,10,7.796781667,34.53263549
1,35,3.14,20.03,0.02,10,7.807909444,34.53334884
1,35,3.14,20.043,0.01,10,7.819044444,34.53553735
1,35,3.14,20,0.02,10,7.830155556,34.52768822
1,35,3.14,20.085,0.02,10,7.841313889,34.53503991
1,35,3.14,20.016,0.01,10,7.857993889,34.53563918
1,35,3.14,20.039,0.02,10,7.869126667,34.53110274
1,35,3.14,19.984,0.02,10,7.880228889,34.53388214
1,35,3.14,20.036,0.01,10,7.89136,34.53301049
1,35,3.14,20.05,0.01,10,7.902498889,34.52944299
1,35,3.13,20.039,0.01,10,7.913631667,34.53873673
1,35,3.14,20.043,0.02,10,7.924766667,34.53751144
1,35,3.13,20.014,0.01,10,7.935885556,34.53388977
1,35,3.14,20.096,0.01,10,7.94705,34.53804932
1,35,3.14,20.057,0.01,10,7.958192778,34.53452034
1,35,3.14,20.004,0.02,10,7.974862778,34.52935371
1,35,3.14,20.009,0.01,10,7.985978889,34.53368988
1,35,3.14,20.066,0.02,10,7.997126667,34.52938997
1,35,3.13,20.069,0.01,10,8.008276111,34.52906607
1,35,3.14,20.023,0.01,10,8.0194,34.53387832
1,35,3.13,20.059,0.02,10,8.030543889,34.53142701
1,35,3.14,20.05,0.02,10,8.041682778,34.52411843
1,35,3.13,20.066,0.01,10,8.052830556,34.5284767
1,35,3.13,20.023,0.02,10,8.063954444,34.53674964
1,35,3.13,20.082,0.01,10,8.075111111,34.52776986
1,35,3.13,20.016,0.01,10,8.086231111,34.52649803
1,35,3.13,20.082,0.02,10,8.097387778,34.52638359
1,35,3.13,19.993,0.01,10,8.114048611,34.52832795
1,35,3.13,20.048,0.02,10,8.125186389,34.52821008
1,35,3.13,20.043,0.01,10,8.136321389,34.5277481
1,35,3.14,20.007,0.02,10,8.152993889,34.53090247
1,35,3.14,20.05,0.02,10,8.164132778,34.52865639
1,35,3.14,20.011,0.01,10,8.17525,34.5216713
1,35,3.13,20.032,0.02,10,8.186378889,34.5286995
1,35,3.13,19.986,0.02,10,8.197482222,34.51999396
1,35,3.13,20.032,0.02,10,8.208611111,34.52455291
1,35,3.13,19.97,0.02,10,8.219705556,34.5201374
1,35,3.13,20.036,0.01,10,8.230836667,34.51967202
1,35,3.13,20.041,0.01,10,8.241970556,34.52292137
1,35,3.13,19.984,0.01,10,8.253072778,34.52231103
1,35,3.13,20.034,0.02,10,8.264202778,34.51902925
1,35,3.13,19.965,0.01,10,8.280840278,34.51648979
1,35,3.13,20.069,0.02,10,8.291989722,34.51157721
1,35,3.14,19.986,0.02,10,8.303093056,34.51382143
1,35,3.13,20.098,0.02,10,8.314258611,34.52123832
1,35,3.13,19.977,0.02,10,8.325356944,34.51314011
1,35,3.13,20.034,0.02,10,8.336486944,34.51125909
1,35,3.13,20.009,0.02,10,8.347603056,34.51260299
1,35,3.13,19.995,0.01,10,8.358711389,34.51735649
1,35,3.13,19.998,0.02,10,8.369821389,34.5160759
1,35,3.13,20.023,0.01,10,8.380945278,34.51686209
1,35,3.13,20.108,0.02,10,8.392116389,34.51692353
1,35,3.13,19.986,0.01,10,8.408771389,34.51459045
1,35,3.13,20.041,0.01,10,8.419905278,34.51637498
1,35,3.13,20.002,0.01,10,8.4310175,34.50942992
1,35,3.13,20.025,0.01,10,8.4421425,34.51953925
1,35,3.13,19.988,0.02,10,8.453246944,34.51475143
1,35,3.13,20.075,0.02,10,8.464399722,34.5105686
1,35,3.13,20.034,0.02,10,8.475529722,34.52168501
1,35,3.13,20.08,0.01,10,8.486685278,34.51225738
1,35,3.13,19.991,0.01,10,8.497791389,34.51278153
1,35,3.13,20,0.02,10,8.514458056,34.51778335
1,35,3.13,20.043,0.01,10,8.525593056,34.516951
1,35,3.13,20.027,0.02,10,8.536719167,34.51072121
1,35,3.13,20.062,0.01,10,8.547864722,34.51107521
1,35,3.13,20.004,0.02,10,8.558978056,34.51416664
1,35,3.13,20.041,0.01,10,8.570111944,34.51412505
1,35,3.13,20.041,0.01,10,8.581245833,34.51874695
1,35,3.13,19.998,0.02,10,8.592355833,34.51292727
1,35,3.13,19.952,0.02,10,8.603440278,34.50260238
1,35,3.13,20.064,0.02,10,8.614586944,34.50859909
1,35,3.13,20.089,0.02,10,8.6257475,34.5134281
1,35,3.13,19.998,0.02,10,8.6424125,34.51287154
1,35,3.13,20.007,0.01,10,8.6535275,34.51584242
1,35,3.13,20.034,0.02,10,8.6646575,34.50676996
1,35,3.13,20.053,0.01,10,8.675798056,34.50938035
1,35,3.13,20,0.01,10,8.686909167,34.51461523
1,35,3.13,20.014,0.02,10,8.698028056,34.51132812
1,35,3.13,20.032,0.02,10,8.709156944,34.50653305
1,35,3.13,20.103,0.01,10,8.720325278,34.51389238
1,35,3.13,20.059,0.02,10,8.731469167,34.51155893
1,35,3.13,20.069,0.02,10,8.742618611,34.51106148
1,35,3.13,20.023,0.02,10,8.7537425,34.50830536
1,35,3.13,19.949,0.02,10,8.770366667,34.50700761
1,35,3.13,20.085,0.02,10,8.781525,34.50735664
1,35,3.13,20.009,0.01,10,8.792641111,34.50594139
1,35,3.13,20.078,0.02,10,8.803795556,34.50583992
1,35,3.13,20.007,0.01,10,8.814910556,34.5093914
1,35,3.13,20.055,0.02,10,8.826052222,34.50846482
1,35,3.13,19.986,0.01,10,8.837155556,34.5004711
1,35,3.13,20.048,0.02,10,8.853862222,34.50241127
1,35,3.13,20.059,0.02,10,8.865006111,34.50595551
1,35,3.13,20.085,0.02,10,8.876164444,34.51015624
1,35,3.13,20.071,0.01,10,8.892890278,34.50599059
1,35,3.13,20.034,0.02,10,8.904020278,34.50329096
1,35,3.13,20.05,0.01,10,8.915159167,34.50116233
1,35,3.13,20.007,0.01,10,8.926274167,34.511203
1,35,3.13,20.059,0.01,10,8.937418056,34.50465318
1,35,3.13,20.016,0.01,10,8.948538056,34.50888404
1,35,3.13,20.016,0.01,10,8.959658056,34.50549546
1,35,3.13,20.066,0.02,10,8.970805833,34.51484947
1,35,3.13,20.036,0.02,10,8.981936944,34.51125792
1,35,3.13,20.087,0.01,10,8.993096389,34.51477012
1,35,3.13,20.075,0.01,10,9.004249167,34.50880585
1,35,3.13,20.039,0.01,10,9.020948333,34.50883789
1,35,3.13,19.97,0.02,10,9.032042778,34.51274985
1,35,3.13,20.105,0.01,10,9.043212222,34.51592712
1,35,3.13,20.018,0.02,10,9.054333333,34.51622086
1,35,3.13,20.055,0.02,10,9.065475,34.50981215
1,35,3.13,20.039,0.01,10,9.076607778,34.50860214
1,35,3.13,20.036,0.01,10,9.087738889,34.50767022
1,35,3.13,19.995,0.01,10,9.098847222,34.50211448
1,35,3.13,20.048,0.02,10,9.109985,34.50560111
1,35,3.13,20.075,0.02,10,9.121137778,34.5035843
1,35,3.13,19.975,0.01,10,9.132235,34.50117837
1,35,3.13,20.089,0.01,10,9.143395556,34.49839248
1,35,3.13,20.062,0.02,10,9.160113889,34.50046731
1,35,3.13,20.062,0.02,10,9.171259444,34.50635873
1,35,3.13,20.023,0.01,10,9.182383333,34.50457878
1,35,3.13,20.066,0.01,10,9.193531111,34.4975563
1,35,3.13,20.043,0.02,10,9.204666111,34.50549086
1,35,3.13,20.053,0.02,10,9.215806667,34.50676117
1,35,3.13,20.004,0.02,10,9.22692,34.50341147
1,35,3.13,20.062,0.02,10,9.238065556,34.49903564
1,35,3.13,19.975,0.01,10,9.249162778,34.50339851
1,35,3.13,19.981,0.02,10,9.265813611,34.50498582
1,35,3.13,20.069,0.02,10,9.276963056,34.50263824
1,35,3.13,20.046,0.02,10,9.288099722,34.50333861
1,35,3.13,20.064,0.02,10,9.299246389,34.50171242
1,35,3.13,20.023,0.01,10,9.310370278,34.49933585
1,35,3.13,20.069,0.01,10,9.321519722,34.50824546
1,35,3.13,20.009,0.01,10,9.332635833,34.50683212
1,35,3.13,20.069,0.01,10,9.343785278,34.50501899
1,35,3.13,19.988,0.02,10,9.354889722,34.49437103
1,35,3.13,20.075,0.01,10,9.3660425,34.50676727
1,35,3.13,20.069,0.02,10,9.377191944,34.50013084
1,35,3.13,19.97,0.01,10,9.393833611,34.50231704
1,35,3.13,20.041,0.02,10,9.4049675,34.50431557
1,35,3.13,20,0.01,10,9.416078611,34.49858323
1,35,3.13,20.089,0.01,10,9.427239167,34.50294837
1,35,3.13,20.004,0.01,10,9.4383525,34.49451675
1,35,3.13,20.027,0.02,10,9.449478611,34.50708925
1,35,3.13,19.991,0.01,10,9.460584722,34.49827919
1,35,3.13,20.046,0.02,10,9.471721389,34.50181046
1,35,3.13,19.975,0.01,10,9.482818611,34.50783386
1,35,3.13,20.027,0.01,10,9.493944722,34.49696083
1,35,3.13,19.998,0.02,10,9.505054722,34.49946861
1,35,3.13,20.014,0.01,10,9.521733056,34.50091286
1,35,3.13,20.041,0.02,10,9.532866944,34.50990677
1,35,3.13,20.048,0.02,10,9.544004722,34.49844436
1,35,3.13,20.059,0.02,10,9.555148611,34.50507965
1,35,3.13,20.041,0.02,10,9.5662825,34.50197372
1,35,3.13,20.018,0.01,10,9.577403611,34.50106889
1,35,3.13,20.039,0.01,10,9.588536389,34.50429918
1,35,3.13,20.043,0.02,10,9.599671389,34.49806173
1,35,3.13,19.984,0.02,10,9.610773611,34.50099221
1,35,3.13,20.032,0.01,10,9.6219025,34.50170936
1,35,3.13,20.043,0.01,10,9.6330375,34.51095925
1,35,3.13,20.057,0.02,10,9.649751667,34.51278459
1,35,3.13,20.082,0.02,10,9.660908333,34.51065827
1,35,3.12,20.007,0.01,10,9.672023333,34.50740891
1,35,3.13,20.048,0.02,10,9.683161111,34.50952339
1,35,3.13,19.97,0.01,10,9.694255556,34.5135643
1,35,3.13,20.073,0.01,10,9.705407222,34.51291007
1,35,3.13,20.018,0.01,10,9.716528333,34.51640625
1,35,3.12,20.059,0.02,10,9.727672222,34.51339532
1,35,3.13,19.954,0.01,10,9.738757778,34.50463027
1,35,3.13,20.043,0.02,10,9.749892778,34.51313514
1,35,3.13,20.085,0.01,10,9.766630278,34.50939751
1,35,3.13,20.011,0.02,10,9.7777475,34.51124993
1,35,3.13,20.075,0.01,10,9.788900278,34.51085472
1,35,3.12,20.02,0.02,10,9.8000225,34.50851096
1,35,3.13,20.14,0.01,10,9.811211389,34.50579757
1,35,3.12,20,0.01,10,9.8223225,34.5155262
1,35,3.13,20.103,0.01,10,9.833490833,34.51304398
1,35,3.12,19.991,0.02,10,9.844596944,34.51094398
1,35,3.13,20.053,0.02,10,9.8557375,34.50711137
1,35,3.13,20.032,0.01,10,9.866866389,34.50830842
1,35,3.13,20.066,0.02,10,9.878014167,34.51316528
1,35,3.12,20.066,0.02,10,9.894735833,34.51191328
1,35,3.13,20.043,0.02,10,9.905870833,34.50581398
1,35,3.12,20.036,0.02,10,9.917001944,34.50605928
1,35,3.12,20.055,0.02,10,9.928143611,34.50896149
1,35,3.12,20.094,0.02,10,9.939306944,34.50932693
1,35,3.13,19.984,0.02,10,9.950409167,34.50732689
1,35,3.12,20.043,0.01,10,9.961544167,34.51152878
1,35,3.13,20.034,0.02,10,9.972674167,34.5107441
1,35,3.13,20.069,0.01,10,9.983823611,34.5131504
1,35,3.12,19.981,0.02,10,9.994924167,34.50848656
1,35,3.12,20.009,0.02,10,10.01159833,34.50526465
1,35,3.12,20.053,0.01,10,10.02273889,34.5011654
1,35,3.12,20.016,0.02,10,10.03385889,34.50867997
1,35,3.12,20.096,0.01,10,10.04502333,34.51152342
1,35,3.12,19.961,0.01,10,10.05611278,34.50898705
1,35,3.12,20.059,0.02,10,10.07282861,34.50757637
1,35,3.12,19.995,0.02,10,10.08393694,34.51217118
1,35,3.12,20.039,0.01,10,10.09506972,34.50569422
1,35,3.12,20.023,0.01,10,10.10619361,34.50877304
1,35,3.12,20.085,0.01,10,10.11735194,34.51584817
1,35,3.12,20.066,0.01,10,10.13407361,34.51174774
1,35,3.12,20.036,0.01,10,10.14520472,34.5113411
1,35,3.13,20.103,0.01,10,10.15637306,34.50100172
1,35,3.12,20.027,0.02,10,10.16749917,34.50244904
1,35,3.12,20.082,0.01,10,10.17865583,34.50525664
1,35,3.12,19.986,0.02,10,10.18975917,34.51106034
1,35,3.12,20.098,0.01,10,10.20092472,34.5085251
1,35,3.12,20.004,0.02,10,10.21203806,34.510688
1,35,3.12,20.114,0.01,10,10.2232125,34.50644455
1,35,3.12,20.009,0.02,10,10.23432861,34.50974082
1,35,3.12,20.066,0.02,10,10.24547639,34.50775566
1,35,3.12,20.014,0.02,10,10.25659528,34.50105897
1,35,3.12,20.002,0.02,10,10.27326361,34.50514487
1,35,3.12,20.078,0.02,10,10.28441806,34.50635719
1,35,3.12,20.002,0.01,10,10.29553028,34.50762329
1,35,3.12,20.078,0.02,10,10.30668472,34.50660131
1,35,3.12,20.036,0.01,10,10.31781583,34.51472243
1,35,3.12,20.043,0.01,10,10.32895083,34.50727196
1,35,3.12,20.007,0.01,10,10.34006583,34.50842628
1,35,3.12,20.098,0.01,10,10.35123139,34.51243553
1,35,3.12,20.007,0.02,10,10.36234639,34.51576272
1,35,3.12,20.025,0.02,10,10.37903389,34.50789071
1,35,3.12,20.016,0.02,10,10.39015389,34.51338845
1,35,3.12,20.059,0.01,10,10.40129778,34.50380745
1,35,3.12,20.103,0.01,10,10.41246611,34.51613656
1,35,3.12,20.03,0.01,10,10.42359389,34.52276307
1,35,3.12,20.073,0.01,10,10.43474556,34.51703452
1,35,3.12,20.02,0.01,10,10.44586778,34.52152939
1,35,3.12,20.108,0.02,10,10.45703889,34.51782646
1,35,3.12,19.979,0.02,10,10.46813833,34.51535988
1,35,3.12,20.073,0.02,10,10.47929,34.51637992
1,35,3.12,20.009,0.02,10,10.49040611,34.51376685
1,35,3.12,20.05,0.02,10,10.50711444,34.52028884
1,35,3.12,20.073,0.01,10,10.51826611,34.50927659
1,35,3.12,20.059,0.02,10,10.52941,34.5093193
1,35,3.12,20.108,0.01,10,10.54058111,34.5123825
1,35,3.12,20.036,0.02,10,10.55171222,34.5113636
1,35,3.12,20.041,0.02,10,10.56284611,34.5016926
1,35,3.12,20.016,0.02,10,10.57396611,34.51203156
1,35,3.12,20.02,0.02,10,10.58508833,34.51511117
1,35,3.12,20.027,0.01,10,10.59621444,34.51645432
1,35,3.12,20.096,0.02,10,10.60737889,34.51879159
1,35,3.12,19.984,0.02,10,10.61848111,34.52341843
1,35,3.12,20.048,0.02,10,10.62961889,34.5193615
1,35,3.12,20.002,0.02,10,10.64628722,34.52281915
1,35,3.12,19.986,0.01,10,10.65739056,34.52357749
1,35,3.12,20.023,0.01,10,10.66851444,34.52356072
1,35,3.12,20.043,0.01,10,10.67964944,34.51547011
1,35,3.12,20.091,0.02,10,10.69081111,34.52168198
1,35,3.12,20.046,0.02,10,10.70194778,34.5248085
1,35,3.12,20.03,0.02,10,10.71307556,34.51542398
1,35,3.12,20.016,0.02,10,10.72419556,34.51798973
1,35,3.12,20.046,0.01,10,10.73533222,34.52065582
1,35,3.12,20.048,0.02,10,10.74647,34.51711235
